191   25,8990101384
192   25,8990101384
193   25,8990101384
194   25,8990101384
195   25,8990101384
196   25,8990101384
197   25,8990101384
198   25,8990101384
199   25,8990101384
200   25,8990101384
201   25,8990101384
202   25,8990101384

0   50751,355141
1   50751,355141
2   50751,355141
3   50751,355141
4   35202,4510951
5   35202,4510951
6   24933,7136313
7   24933,7136313
8   24933,7136313
9   24933,7136313
10   24933,7136313
11   24933,7136313
12   24933,7136313
13   24933,7136313
14   24933,7136313
15   24933,7136313
16   22321,2215338
17   22321,2215338
18   22321,2215338
19   22321,2215338
20   22321,2215338
21   22321,2215338
22   19570,6760219
23   15876,431555
24   15876,431555
25   15876,431555
26   13885,8970146
27   13885,8970146
28   13885,8970146
29   3928,02908522
30   3928,02908522
31   3928,02908522
32   3928,02908522
33   3928,02908522
34   3928,02908522
35   3928,02908522
36   3928,02908522
37   3928,02908522
38   3928,02908522
39   3928,02908522
40   3928,02908522
41   3077,73541498
42   3077,73541498
43   3077,73541498
44   3077,73541498
45   2244,70076736
46   2244,70076736
47   2244,70076736
48   2244,70076736
49   2244,70076736
50   2244,70076736
51   2244,70076736
52   2244,70076736
53   2244,70076736
54   1771,87796325
55   1771,87796325
56   1771,87796325
57   1645,84934662
58   1645,84934662
59   332,946251843
60   332,946251843
61   332,946251843
62   332,946251843
63   332,946251843
64   332,946251843
65   332,946251843
66   332,946251843
67   332,946251843
68   332,946251843
69   332,946251843
70   332,946251843
71   332,946251843
72   258,920278512
73   258,920278512
74   258,920278512
75   258,920278512
76   258,920278512
77   181,316750335
78   181,316750335
79   98,299905425
80   98,299905425
81   98,299905425
82   98,299905425
83   98,299905425
84   98,299905425
85   98,299905425
86   98,299905425
87   98,299905425
88   98,299905425
89   98,299905425
90   98,299905425
91   98,299905425
92   98,299905425
93   98,299905425
94   64,1256991395
95   64,1256991395
96   46,2520261454
97   46,2520261454
98   46,2520261454
99   46,2520261454
100   46,2520261454
101   46,2520261454
102   46,2520261454
103   39,9207273795
104   25,1140758629
105   25,1140758629
106   25,1140758629
107   25,1140758629
108   25,1140758629
109   25,1140758629
110   25,1140758629
111   25,1140758629
112   25,1140758629
113   25,1140758629
114   25,1140758629
115   25,1140758629
116   25,1140758629
117   25,1140758629
118   25,1140758629
119   25,1140758629
120   25,1140758629
121   25,1140758629
122   25,1140758629
123   25,1140758629
124   25,1140758629
125   25,1140758629
126   25,1140758629
127   22,4362939131
128   22,4362939131
129   22,0879556682
130   21,8383639525
131   21,8383639525
132   21,8383639525
133   21,8383639525
134   21,8383639525
135   21,8383639525
136   21,8383639525
137   21,8383639525
138   21,8383639525
139   21,8383639525
140   21,8383639525
141   21,8383639525
142   21,5985061493
143   21,5985061493
144   21,5985061493
145   21,5985061493
146   20,000124891
147   20,000124891
148   20,000124891
149   20,000124891
150   20,000124891
151   20,000124891
152   20,000124891
153   20,000124891
154   20,000124891
155   20,000124891
156   20,000124891
157   20,000124891
158   20,000124891
159   20,000124891
160   20,000124891
161   20,000124891
162   20,000124891
163   20,000124891
164   19,9702363636
165   19,9702363636
166   19,9499834191
167   19,9499834191
168   19,9499834191
169   19,9499834191
170   19,9241343751
171   19,9241343751
172   19,9241343751
173   19,9241343751
174   19,9194078024
175   19,9194078024
176   19,9194078024
177   19,9194078024
178   19,9194078024
179   19,9194078024
180   19,9194078024
181   19,9171576493
182   19,9171576493
183   19,9171576493
184   19,9171576493
185   19,9171576493
186   19,9171576493
187   19,9141390406
188   19,9141390406
189   19,9141390406
190   19,9141390406
191   19,9141390406
192   19,9141390406
193   19,9099081696
194   19,9053146113
195   19,9053146113
196   19,9053146113
197   19,9053146113
198   19,9053146113
199   19,9053146113
200   19,9053146113
201   19,9053146113
202   19,9044921847
203   19,9044921847
204   19,9044921847
205   19,9044921847
206   19,9044921847
207   19,9044921847
208   19,9044921847
209   19,9044921847
210   19,9044921847
211   19,9044921847

0   29155,0639842
1   29155,0639842
2   29155,0639842
3   29155,0639842
4   17729,3714234
5   17729,3714234
6   17729,3714234
7   14147,3667843
8   14147,3667843
9   6943,66590869
10   6943,66590869
11   6943,66590869
12   6943,66590869
13   6943,66590869
14   6943,66590869
15   6943,66590869
16   6943,66590869
17   6943,66590869
18   6943,66590869
19   6943,66590869
20   6943,66590869
21   5644,32542581
22   5475,02220341
23   5475,02220341
24   5475,02220341
25   5475,02220341
26   5475,02220341
27   5475,02220341
28   5475,02220341
29   1916,14052888
30   1916,14052888
31   1916,14052888
32   1916,14052888
33   1916,14052888
34   1916,14052888
35   1916,14052888
36   1916,14052888
37   1916,14052888
38   1916,14052888
39   1803,94256736
40   878,807166269
41   878,807166269
42   878,807166269
43   878,807166269
44   878,807166269
45   878,807166269
46   878,807166269
47   878,807166269
48   878,807166269
49   549,121946063
50   549,121946063
51   406,695479917
52   406,695479917
53   406,695479917
54   406,695479917
55   406,695479917
56   406,695479917
57   406,695479917
58   406,695479917
59   406,695479917
60   406,695479917
61   406,695479917
62   242,023141615
63   242,023141615
64   242,023141615
65   242,023141615
66   242,023141615
67   139,275005794
68   139,275005794
69   139,275005794
70   139,275005794
71   60,4069936422
72   60,4069936422
73   60,4069936422
74   60,4069936422
75   60,4069936422
76   60,4069936422
77   60,4069936422
78   60,4069936422
79   55,3875259693
80   55,3875259693
81   55,3875259693
82   55,3875259693
83   55,3875259693
84   55,3875259693
85   55,3875259693
86   55,3875259693
87   55,3875259693
88   22,9705392417
89   22,5712598834
90   22,5712598834
91   22,5712598834
92   22,5712598834
93   22,5712598834
94   22,5712598834
95   22,5712598834
96   22,5712598834
97   22,5712598834
98   22,5712598834
99   22,5712598834
100   22,5712598834
101   22,5712598834
102   22,5712598834
103   22,5712598834
104   22,5712598834
105   22,5712598834
106   22,5712598834
107   22,5712598834
108   22,5712598834
109   22,5712598834
110   18,7195698276
111   16,922099081
112   16,922099081
113   16,922099081
114   16,922099081
115   16,922099081
116   16,922099081
117   16,922099081
118   16,922099081
119   15,8695426727
120   15,8695426727
121   15,8695426727
122   15,8695426727
123   15,8695426727
124   15,8695426727
125   15,8695426727
126   15,8695426727
127   15,8695426727
128   15,8695426727
129   14,7283873463
130   14,7283873463
131   14,7283873463
132   14,7283873463
133   14,3148090644
134   14,3148090644
135   14,3148090644
136   14,3148090644
137   14,3148090644
138   14,3148090644
139   14,3148090644
140   11,7928795778
141   11,7928795778
142   11,7928795778
143   11,684600019
144   10,4683187552
145   10,4683187552
146   10,4683187552
147   10,4683187552
148   10,4683187552
149   10,4683187552
150   10,4683187552
151   10,4683187552
152   10,4683187552
153   10,4683187552
154   10,4683187552
155   10,4683187552
156   10,4683187552
157   10,4683187552
158   10,4683187552
159   10,4683187552
160   10,4111178821
161   10,271172088
162   10,2131028988
163   9,73373118251
164   9,66761454779
165   9,57256826217
166   9,57256826217
167   9,57256826217
168   9,57256826217
169   9,57256826217
170   9,57256826217
171   9,57256826217
172   9,57256826217
173   9,57256826217
174   9,57256826217
175   9,09077582964
176   9,09077582964
177   9,09077582964
178   9,09077582964
179   9,09077582964
180   9,09077582964
181   9,09077582964
182   9,06546082061
183   9,05192774797
184   9,02789327843
185   9,02789327843
186   9,02789327843
187   9,02789327843
188   9,02789327843
189   9,02789327843
190   9,02789327843
191   9,02789327843
192   9,02789327843
193   9,02789327843
194   8,98976299384
195   8,98976299384
196   8,98976299384
197   8,98976299384
198   8,98976299384
199   8,98976299384
200   8,98976299384
201   8,98976299384
202   8,98607544126
203   8,98607544126
204   8,98607544126
205   8,98607544126
206   8,976054259
207   8,976054259
208   8,976054259
209   8,976054259
210   8,96954550623
211   8,96954550623
212   8,96954550623
213   8,96954550623
214   8,96954550623
215   8,96954550623
216   8,96954550623
217   8,96954550623
218   8,96954550623
219   8,96954550623
220   8,96102473224
221   8,95816493792
222   8,95816493792
223   8,95816493792
224   8,95816493792
225   8,95816493792
226   8,95816493792
227   8,95816493792
228   8,95731863783
229   8,95731863783
230   8,95702997434
231   8,95702997434
232   8,95702997434
233   8,95702997434
234   8,95702997434
235   8,95702997434
236   8,95702997434
237   8,95702997434
238   8,95702997434
239   8,95702997434
240   8,95702997434
241   8,95649612272
242   8,95649612272
243   8,95649612272
244   8,95577853412
245   8,95577853412
246   8,95577853412
247   8,95577853412
248   8,95577853412
249   8,95577853412
250   8,95577853412
251   8,95577853412
252   8,95577853412
253   8,95577853412

0   26726,0761377
1   26726,0761377
2   26726,0761377
3   19837,0623886
4   19113,5200887
5   19113,5200887
6   19113,5200887
7   19113,5200887
8   19113,5200887
9   19113,5200887
10   19113,5200887
11   19113,5200887
12   19113,5200887
13   19113,5200887
14   19113,5200887
15   4450,73615645
16   4450,73615645
17   4450,73615645
18   4450,73615645
19   4450,73615645
20   4450,73615645
21   4450,73615645
22   3068,26350947
23   3068,26350947
24   3068,26350947
25   2525,94271518
26   2525,94271518
27   2525,94271518
28   2525,94271518
29   2525,94271518
30   2525,94271518
31   2525,94271518
32   2525,94271518
33   2525,94271518
34   2525,94271518
35   2525,94271518
36   643,058072675
37   151,650355487
38   151,650355487
39   151,650355487
40   151,650355487
41   151,650355487
42   151,650355487
43   151,650355487
44   151,650355487
45   151,650355487
46   151,650355487
47   151,650355487
48   151,650355487
49   151,650355487
50   151,650355487
51   151,650355487
52   140,33515077
53   140,33515077
54   140,33515077
55   140,33515077
56   140,33515077
57   140,33515077
58   140,33515077
59   140,33515077
60   140,33515077
61   140,33515077
62   140,33515077
63   135,105808555
64   135,105808555
65   135,105808555
66   135,105808555
67   135,105808555
68   135,105808555
69   135,105808555
70   135,105808555
71   118,689114074
72   118,689114074
73   111,185098537
74   111,185098537
75   111,185098537
76   111,185098537
77   111,185098537
78   111,185098537
79   105,825566121
80   105,825566121
81   105,825566121
82   105,825566121
83   105,825566121
84   105,825566121
85   105,825566121
86   105,825566121
87   105,825566121
88   105,825566121
89   97,8739196332
90   97,8739196332
91   97,8739196332
92   97,5711789929
93   97,5711789929
94   97,5711789929
95   97,5711789929
96   97,5711789929
97   97,5711789929
98   97,5711789929
99   97,5711789929
100   97,5711789929
101   97,5711789929
102   97,5711789929
103   97,5711789929
104   97,5711789929
105   97,5711789929
106   95,3437516924
107   94,57828481
108   94,57828481
109   94,57828481
110   94,57828481
111   94,57828481
112   94,57828481
113   94,57828481
114   94,57828481
115   94,57828481
116   94,57828481
117   94,57828481
118   94,57828481
119   94,57828481
120   94,57828481
121   94,57828481
122   94,57828481
123   94,57828481
124   94,57828481
125   94,57828481
126   94,5689238486
127   94,5689238486
128   94,5598095402
129   94,5598095402
130   94,5598095402
131   94,5598095402
132   94,5495535913
133   94,5495535913
134   94,5396986234
135   94,5396986234
136   94,5396986234
137   94,5396986234
138   94,5396986234
139   94,5396986234
140   94,5396986234
141   94,5396986234
142   94,5396986234
143   94,5396986234
144   94,5361724999
145   94,5361724999
146   94,5361724999
147   94,5252197304
148   94,5252197304
149   94,5252197304
150   94,5252197304
151   94,5252197304
152   94,5252197304
153   94,5252197304
154   94,5252197304
155   94,5252197304
156   94,5252197304
157   94,5252197304
158   94,5209494619
159   94,5209494619
160   94,5209494619
161   94,5206454127
162   94,5204071374
163   94,5204071374
164   94,5204071374
165   94,5204071374
166   94,5204071374
167   94,5204071374
168   94,5204071374
169   94,5204071374
170   94,5204071374
171   94,5204071374
172   94,5204071374
173   94,5198367461
174   94,5197866545
175   94,5197866545
176   94,5197866545
177   94,5197866545
178   94,5197866545
179   94,5197866545
180   94,5197866545
181   94,5197866545
182   94,5197866545
183   94,5197866545

0   28903,92785
1   28903,92785
2   28903,92785
3   28903,92785
4   28903,92785
5   28903,92785
6   28903,92785
7   28903,92785
8   28903,92785
9   15612,0321837
10   15612,0321837
11   15612,0321837
12   15612,0321837
13   15612,0321837
14   15612,0321837
15   15612,0321837
16   15612,0321837
17   15612,0321837
18   15612,0321837
19   9282,16179377
20   5636,2745384
21   5636,2745384
22   5636,2745384
23   5636,2745384
24   5636,2745384
25   5636,2745384
26   5636,2745384
27   5636,2745384
28   4413,99743543
29   4413,99743543
30   4413,99743543
31   4413,99743543
32   4413,99743543
33   4413,99743543
34   4413,99743543
35   4413,99743543
36   4413,99743543
37   4300,91585535
38   4300,91585535
39   4300,91585535
40   1819,68965271
41   1819,68965271
42   1819,68965271
43   1819,68965271
44   1819,68965271
45   1819,68965271
46   1819,68965271
47   380,514597356
48   380,514597356
49   380,514597356
50   380,514597356
51   380,514597356
52   380,514597356
53   380,514597356
54   380,514597356
55   380,514597356
56   380,514597356
57   271,425375327
58   271,425375327
59   104,181836895
60   104,181836895
61   104,181836895
62   104,181836895
63   104,181836895
64   104,181836895
65   104,181836895
66   104,181836895
67   104,181836895
68   104,181836895
69   104,181836895
70   104,181836895
71   73,7830463483
72   73,7830463483
73   73,7830463483
74   73,7830463483
75   73,7830463483
76   73,7830463483
77   73,7830463483
78   73,7830463483
79   73,7830463483
80   73,7830463483
81   73,7830463483
82   73,7830463483
83   66,5101243107
84   53,9140190932
85   53,9140190932
86   40,4386611641
87   40,4386611641
88   40,4386611641
89   40,4386611641
90   40,4386611641
91   40,4386611641
92   40,4386611641
93   40,4386611641
94   40,4386611641
95   40,4386611641
96   40,4386611641
97   40,4386611641
98   40,4386611641
99   40,4386611641
100   40,4386611641
101   40,4386611641
102   40,4386611641
103   40,4386611641
104   40,4386611641
105   40,4386611641
106   38,1106111005
107   33,8193822619
108   33,8193822619
109   33,8193822619
110   33,8193822619
111   33,8193822619
112   33,8193822619
113   33,8193822619
114   33,8193822619
115   33,8193822619
116   33,8193822619
117   33,4610051022
118   33,4610051022
119   32,7830929593
120   32,7830929593
121   32,7830929593
122   32,7830929593
123   32,7830929593
124   31,8874914226
125   31,8874914226
126   31,8874914226
127   31,8874914226
128   31,2957871561
129   31,2957871561
130   31,2957871561
131   30,8513387936
132   30,8513387936
133   30,8513387936
134   30,8513387936
135   30,8513387936
136   30,8513387936
137   30,8513387936
138   30,8513387936
139   30,8513387936
140   30,8513387936
141   30,8513387936
142   30,8513387936
143   30,8513387936
144   30,8513387936
145   30,5525290161
146   30,5525290161
147   30,5525290161
148   30,5525290161
149   30,5525290161
150   30,5525290161
151   30,5525290161
152   30,5525290161
153   30,5525290161
154   30,3189005425
155   30,3189005425
156   30,3189005425
157   30,3189005425
158   30,3189005425
159   30,3189005425
160   30,3189005425
161   30,1806930985
162   30,1115721925
163   30,0877204611
164   30,0877204611
165   30,0877204611
166   30,0877204611
167   30,0877204611
168   30,0877204611
169   30,0689175565
170   30,0689175565
171   30,0689175565
172   30,0689175565
173   29,8990091035
174   29,8990091035
175   29,8990091035
176   29,8990091035
177   29,8990091035
178   29,8990091035
179   29,8990091035
180   29,8990091035
181   29,8990091035
182   29,8990091035
183   29,8941110212
184   29,8941110212
185   29,8941110212
186   29,8677957896
187   29,8677957896
188   29,8677957896
189   29,8677957896
190   29,8677957896
191   29,8677957896
192   29,8603252043
193   29,8603252043
194   29,8603252043
195   29,8600157986
196   29,8600157986
197   29,8600157986
198   29,8600157986
199   29,8600157986
200   29,8600157986
201   29,8600157986
202   29,8600157986
203   29,8600157986
204   29,8600157986
205   29,8600157986
206   29,8600157986
207   29,8600157986
208   29,8583831977
209   29,8583831977
210   29,8583831977
211   29,8528167611
212   29,8528167611
213   29,8528167611
214   29,8528167611
215   29,8528167611
216   29,8510747971
217   29,8510747971
218   29,8510747971
219   29,8510747971
220   29,8510747971
221   29,8510747971
222   29,8504418223
223   29,8504418223
224   29,8504418223
225   29,8504418223
226   29,8496035007
227   29,8495745003
228   29,8495745003
229   29,8495745003
230   29,8495745003
231   29,8495745003
232   29,8495745003
233   29,8495745003
234   29,8495745003
235   29,8495745003
236   29,8495745003
237   29,8493231008
238   29,8493231008
239   29,8493231008
240   29,8493231008
241   29,8493231008
242   29,8493231008
243   29,8493231008

